account_id,district_id,frequency,Creation_Date
1783,70,Monthly,11/09/1997
1784,59,Monthly,08/05/1993
1785,52,Monthly,25/10/1996
1786,1,Monthly,25/05/1993
1787,30,Weekly,22/03/1993
1788,1,Monthly,04/01/1994
1789,46,Monthly,23/10/1993
1790,70,Monthly,08/09/1997
1791,1,Monthly,03/02/1996
1792,7,Monthly,16/12/1993
1793,56,Monthly,10/06/1995
1794,74,Monthly,23/07/1997
1795,53,Monthly,21/08/1997
1796,18,Monthly,14/10/1995
1797,24,Monthly,01/08/1994
1798,46,Monthly,28/11/1997
1799,9,Monthly,13/09/1996
1800,51,Monthly,14/03/1996
1801,46,Monthly,13/02/1993
1802,75,Monthly,10/03/1995
1803,24,Monthly,29/07/1995
1804,20,Weekly,23/09/1993
1805,1,Monthly,02/02/1993
1806,40,Monthly,19/01/1993
1807,21,Monthly,15/10/1997
1808,28,Monthly,16/05/1997
1809,1,Weekly,12/11/1993
1810,50,Monthly,03/09/1995
1811,40,Monthly,22/09/1993
1812,31,Monthly,08/10/1996
1813,47,Monthly,11/02/1994
1814,17,Monthly,23/09/1997
1815,66,Monthly,17/04/1993
1816,44,Monthly,08/10/1993
1817,10,Monthly,16/12/1996
1818,54,Monthly,25/02/1997
1819,55,Weekly,21/10/1996
1820,10,Monthly,22/04/1994
1821,70,Monthly,07/04/1995
1822,30,Monthly,05/05/1993
1823,3,Monthly,28/09/1996
1824,52,Monthly,17/01/1994
1825,3,Monthly,05/12/1995
1826,5,Monthly,22/05/1994
1827,10,Monthly,06/09/1993
1828,1,Monthly,28/09/1994
1829,43,Monthly,27/02/1993
1830,10,Monthly,08/02/1993
1831,1,Monthly,21/09/1993
1832,70,Monthly,01/04/1996
1833,54,Monthly,15/11/1997
1834,62,Monthly,03/08/1993
1835,74,Monthly,24/12/1994
1836,42,Monthly,15/02/1996
1837,23,Monthly,24/06/1993
1838,68,Monthly,26/05/1994
1839,5,Monthly,22/06/1997
1840,21,Monthly,22/01/1997
1841,36,Monthly,12/06/1997
1843,12,Monthly,30/01/1993
1844,44,Monthly,06/01/1993
1845,47,Monthly,20/08/1997
1846,6,Monthly,17/06/1995
1847,47,Monthly,04/04/1996
1848,1,Monthly,04/08/1994
1851,55,Monthly,23/05/1993
1852,35,Monthly,05/07/1993
1853,7,Monthly,29/01/1997
1854,32,Monthly,02/02/1997
1855,34,Monthly,27/10/1996
1856,26,Monthly,19/06/1994
1857,37,Monthly,18/08/1997
1858,72,Monthly,18/02/1995
1859,50,Monthly,02/02/1996
1860,70,Monthly,02/01/1997
1861,54,Monthly,02/07/1993
1862,19,Weekly,15/04/1995
1863,62,Monthly,01/04/1997
1865,1,Monthly,04/05/1994
1866,4,Monthly,17/11/1997
1867,52,Monthly,15/11/1995
1868,16,Weekly,29/11/1997
1869,1,Monthly,14/06/1996
1870,10,Monthly,25/06/1994
1871,48,Monthly,10/05/1994
1872,61,Monthly,17/09/1997
1874,9,Monthly,27/03/1993
1875,44,Monthly,21/08/1993
1876,1,Monthly,20/09/1997
1877,76,Monthly,13/12/1993
1878,52,Weekly,13/09/1994
1879,10,Monthly,13/05/1994
1880,76,Monthly,25/02/1994
1881,60,Monthly,17/08/1997
1882,1,Monthly,21/12/1993
1884,54,Monthly,24/12/1996
1885,47,Monthly,13/08/1996
1886,32,Monthly,05/03/1996
1887,68,Monthly,09/05/1993
1888,6,Monthly,21/10/1996
1889,59,Monthly,06/02/1995
1890,1,Weekly,20/07/1997
1891,32,Monthly,10/04/1993
1892,28,Monthly,13/07/1993
1893,48,Monthly,20/07/1996
1894,6,Monthly,29/08/1996
1895,35,Monthly,12/07/1996
1896,74,Monthly,05/10/1993
1897,61,"After Transaction",05/03/1996
1898,70,Monthly,01/04/1993
1899,26,Monthly,05/11/1996
1900,27,Monthly,27/07/1996
1901,15,Monthly,01/12/1995
1902,50,Weekly,17/07/1993
1903,11,Monthly,05/07/1996
1904,70,Monthly,18/05/1996
1905,34,Monthly,25/05/1996
1906,1,Monthly,01/08/1996
1907,1,Monthly,25/03/1997
1908,20,Monthly,13/09/1994
1909,14,Monthly,12/01/1993
1910,60,Monthly,06/09/1996
1911,68,Monthly,21/08/1994
1912,64,Monthly,15/08/1993
1913,48,Monthly,06/06/1996
1914,27,Monthly,24/01/1995
1915,2,Monthly,14/04/1997
1916,72,Monthly,16/02/1996
1917,73,Monthly,13/12/1995
1918,24,Monthly,10/04/1994
1919,18,Monthly,04/12/1994
1920,40,Monthly,08/04/1996
1921,42,Monthly,27/06/1997
1922,60,Monthly,09/02/1996
1924,66,Monthly,16/05/1996
1925,12,Monthly,03/08/1993
1926,37,Monthly,06/01/1993
1927,42,Monthly,04/08/1995
1928,70,Monthly,02/03/1997
1929,1,Monthly,06/07/1997
1930,3,Monthly,27/06/1993
1931,20,Monthly,23/11/1993
1932,35,Monthly,03/04/1996
1933,35,Monthly,04/04/1997
1934,46,Monthly,05/10/1994
1935,38,Monthly,15/08/1996
1936,70,Monthly,18/07/1995
1937,36,Monthly,18/05/1993
1938,1,Monthly,25/06/1994
1939,6,Weekly,19/04/1996
1940,52,Monthly,22/12/1993
1941,60,Monthly,15/11/1993
1943,9,Monthly,26/11/1996
1944,72,Monthly,12/02/1993
1945,56,Monthly,09/11/1995
1946,46,Monthly,16/09/1997
1947,35,Monthly,12/11/1993
1948,64,Monthly,08/04/1996
1949,41,Monthly,04/05/1994
1950,70,Monthly,01/08/1997
1951,23,Monthly,07/08/1997
1952,70,Monthly,28/11/1993
1953,9,Weekly,15/05/1997
1954,72,Monthly,05/06/1996
1955,49,Monthly,07/01/1995
1956,63,Monthly,23/05/1997
1957,33,Monthly,18/09/1996
1958,40,Monthly,24/10/1994
1959,62,Monthly,24/12/1993
1960,31,Monthly,04/12/1997
1961,13,Monthly,30/08/1995
1962,77,Monthly,24/02/1996
1963,42,Monthly,03/02/1996
1964,25,Monthly,12/02/1996
1965,57,"After Transaction",08/02/1993
1966,27,Monthly,12/02/1993
1967,26,Weekly,13/02/1995
1968,16,Weekly,14/10/1997
1969,5,Monthly,02/04/1994
1970,8,Monthly,08/12/1993
1971,41,Monthly,04/08/1995
1972,77,Monthly,02/01/1993
1973,71,Monthly,05/06/1996
1974,42,Monthly,01/06/1995
1975,19,Monthly,07/09/1994
1976,26,Monthly,25/03/1997
1977,41,Monthly,03/02/1996
1978,57,Weekly,11/06/1993
1979,26,Monthly,11/01/1993
1980,49,Monthly,16/03/1996
1981,64,Monthly,08/10/1993
1982,6,Monthly,08/05/1997
1983,54,Monthly,25/12/1997
1984,73,Monthly,07/11/1993
1985,20,Monthly,29/07/1996
1986,46,Monthly,04/04/1995
1987,54,Monthly,17/03/1994
1988,72,Monthly,30/12/1996
1989,48,Monthly,21/09/1994
1990,1,Monthly,09/06/1993
1991,1,Monthly,16/11/1996
1992,48,Monthly,27/09/1997
1993,68,Monthly,30/10/1994
1994,42,Monthly,19/07/1995
1995,54,Monthly,18/07/1997
1996,6,Weekly,08/05/1996
1997,74,Monthly,05/09/1996
1998,1,Monthly,17/06/1993
1999,70,Monthly,06/06/1993
2000,5,Monthly,06/08/1997
2001,75,Monthly,19/05/1994
2002,1,Monthly,08/04/1993
2003,32,Monthly,27/11/1995
2004,42,Monthly,04/08/1996
2005,16,Monthly,11/05/1997
2006,25,Monthly,16/06/1997
2007,45,Monthly,29/09/1997
2008,52,Monthly,16/04/1993
2009,17,Monthly,14/04/1994
2010,1,Monthly,27/12/1993
2011,75,Monthly,25/03/1993
2012,4,Monthly,08/04/1996
2013,54,Monthly,15/08/1996
2015,68,Monthly,25/11/1995
2016,1,Monthly,23/02/1997
2017,54,Monthly,21/02/1996
2018,42,Monthly,04/06/1995
2019,64,Monthly,11/06/1997
2020,13,Monthly,04/09/1993
2021,69,Monthly,05/02/1997
2022,72,Monthly,11/06/1993
2023,68,Monthly,26/01/1993
2024,20,Monthly,02/03/1997
2025,19,Monthly,02/10/1994
2026,64,Monthly,14/09/1996
2027,19,Monthly,28/11/1994
2028,7,Weekly,26/11/1994
2029,55,Monthly,29/05/1993
2030,51,Monthly,13/09/1994
2032,36,Monthly,14/11/1996
2033,71,Monthly,20/03/1996
2034,54,Monthly,21/08/1996
2035,53,Monthly,10/05/1996
2036,70,Monthly,03/10/1997
2037,20,Monthly,06/05/1993
2038,42,Monthly,06/08/1993
2039,44,Monthly,12/03/1993
2040,75,Monthly,25/06/1996
2041,48,Monthly,05/07/1995
2042,31,Monthly,12/02/1997
2043,46,Monthly,27/11/1995
2044,6,Monthly,23/11/1994
2045,34,Monthly,09/09/1996
2046,68,Monthly,17/10/1996
2047,20,Monthly,21/02/1995
2048,76,Monthly,30/03/1997
2049,67,Monthly,19/12/1997
2050,1,Monthly,22/10/1993
2051,64,Weekly,08/11/1995
2052,61,Monthly,20/10/1993
2053,5,Monthly,16/10/1997
2054,1,Monthly,24/01/1995
2055,37,Monthly,17/04/1997
2056,58,Monthly,07/04/1993
2057,1,Monthly,20/06/1997
2058,34,Monthly,09/09/1996
2059,37,Monthly,08/10/1994
2060,13,Monthly,05/12/1996
2061,24,Monthly,12/05/1993
2062,70,Monthly,06/03/1996
2063,1,Monthly,04/12/1993
2064,54,Monthly,30/12/1996
2065,61,Monthly,28/08/1996
2066,25,Monthly,07/08/1996
2067,76,Monthly,07/04/1994
2068,21,Monthly,02/06/1993
2069,72,Monthly,08/10/1997
2070,72,Monthly,29/01/1993
2071,35,Monthly,08/05/1997
2072,41,Monthly,17/10/1993
2073,59,Monthly,14/08/1997
2074,12,Monthly,18/02/1996
2075,33,Monthly,01/01/1996
2076,18,Monthly,17/09/1996
2077,29,Monthly,04/01/1995
2078,62,Monthly,08/07/1993
2079,55,Monthly,06/09/1997
2080,74,Monthly,27/04/1997
2081,36,Monthly,02/07/1997
2082,36,Monthly,03/09/1993
2083,1,Monthly,28/09/1996
2084,44,Monthly,08/09/1996
2085,25,Monthly,13/02/1997
2086,70,Weekly,09/08/1996
2087,7,Weekly,08/01/1993
2088,4,Monthly,28/07/1993
2089,29,Weekly,05/03/1997
2090,40,Monthly,26/11/1996
2091,1,Monthly,25/09/1996
2092,1,Monthly,29/04/1994
2093,64,Monthly,07/07/1997
2094,73,Monthly,23/08/1996
2095,56,Monthly,19/12/1995
2096,32,Monthly,17/06/1995
2097,46,Monthly,11/10/1997
2099,3,Weekly,12/01/1993
2101,9,Monthly,04/08/1996
2102,41,Monthly,05/08/1996
2103,48,Monthly,01/02/1997
2104,48,Monthly,12/06/1996
2105,70,Monthly,09/03/1996
2106,1,Monthly,01/02/1996
2107,70,Monthly,09/11/1996
2108,74,Monthly,06/07/1996
2109,34,Monthly,02/02/1996
2110,64,Monthly,23/02/1993
2111,42,Weekly,25/01/1995
2112,44,Monthly,12/07/1996
2113,7,Monthly,28/08/1996
2114,30,Monthly,11/08/1996
2115,8,Monthly,05/12/1996
2116,70,Monthly,02/05/1996
2117,48,Monthly,07/08/1996
2118,42,Monthly,11/05/1997
2119,74,Monthly,21/09/1995
2121,64,Monthly,05/12/1994
2122,68,Monthly,08/01/1993
2123,64,Monthly,26/07/1993
2124,69,Monthly,20/02/1993
2125,43,Weekly,20/11/1997
2126,1,Monthly,09/02/1997
2127,1,Monthly,09/05/1997
2128,22,Monthly,10/12/1993
2130,46,Monthly,04/11/1996
2131,70,Monthly,11/07/1996
2132,76,Monthly,08/10/1993
2133,11,Monthly,07/10/1997
2134,52,Monthly,06/08/1996
2135,51,Monthly,17/06/1997
2136,75,Monthly,02/10/1997
2137,4,"After Transaction",17/08/1993
2138,75,Monthly,11/08/1997
2139,8,Monthly,09/06/1995
2140,75,Monthly,21/10/1993
2141,21,Monthly,09/05/1997
2142,42,Monthly,01/09/1997
2143,1,Monthly,13/01/1996
2144,55,"After Transaction",21/07/1995
2146,31,Monthly,05/06/1993
2147,28,Monthly,10/07/1996
2148,1,Monthly,22/09/1995
2149,7,Monthly,11/08/1996
2150,37,Monthly,12/09/1993
2151,38,Monthly,08/02/1995
2152,22,Monthly,23/10/1997
2153,31,Weekly,07/01/1996
2154,63,Monthly,21/04/1994
2155,58,Monthly,08/06/1994
2156,1,Monthly,11/09/1996
2157,77,Monthly,08/11/1995
2158,38,Monthly,29/03/1997
2159,1,Monthly,01/01/1996
2160,72,Monthly,10/11/1996
2161,15,Weekly,30/12/1993
2162,50,Monthly,21/11/1997
2163,17,Monthly,05/01/1995
2164,63,Monthly,12/09/1996
2165,51,Monthly,08/04/1997
2166,71,Monthly,12/04/1997
2167,16,Monthly,08/08/1993
2169,57,Monthly,09/07/1997
2170,1,"After Transaction",19/05/1994
2172,1,Monthly,02/09/1997
2173,64,Monthly,02/05/1997
2174,18,Monthly,24/10/1997
2175,1,Monthly,27/04/1993
2176,67,Monthly,06/06/1993
2177,62,Monthly,04/01/1993
2178,64,Monthly,15/05/1995
2179,1,Weekly,14/01/1994
2180,45,Monthly,27/10/1993
2182,22,Monthly,12/07/1997
2183,54,Monthly,17/07/1997
2184,6,Monthly,07/05/1997
2185,67,Monthly,18/01/1995
2186,63,Monthly,07/07/1993
2187,9,Weekly,26/02/1996
2189,75,Monthly,22/04/1993
2190,41,Weekly,04/06/1996
2191,1,Monthly,08/08/1996
2192,59,Monthly,22/03/1996
2193,44,Monthly,03/11/1996
2194,54,Monthly,25/02/1997
2195,73,Monthly,08/10/1994
2196,11,Monthly,24/07/1997
2197,46,Monthly,26/07/1997
2199,1,Monthly,04/08/1993
2200,1,Monthly,26/06/1997
2201,8,Monthly,05/10/1993
2203,47,Monthly,04/04/1995
2204,9,Monthly,20/07/1997
2205,51,Monthly,13/04/1996
2206,45,Monthly,10/08/1995
2207,35,Monthly,25/01/1996
2208,7,Monthly,02/07/1997
2209,65,Monthly,15/08/1996
2210,31,Monthly,13/08/1996
2211,61,"After Transaction",10/11/1997
2212,33,Monthly,12/02/1996
2213,68,Monthly,11/07/1993
2214,45,Monthly,27/01/1996
2215,48,Monthly,17/10/1997
2216,74,Monthly,17/04/1993
2217,73,Monthly,27/01/1996
2218,19,Monthly,21/11/1994
2219,60,Monthly,11/03/1993
2220,16,Monthly,10/02/1993
2221,58,Monthly,15/11/1997
2222,47,Monthly,01/05/1993
2223,44,Monthly,05/01/1996
2224,46,"After Transaction",08/03/1997
2225,15,Monthly,24/01/1996
2226,2,Monthly,17/02/1996
2227,31,Weekly,22/05/1994
2228,34,Monthly,19/03/1994
2229,1,Monthly,27/01/1997
2230,7,Monthly,11/02/1996
2231,2,Monthly,14/10/1997
2232,1,Monthly,07/05/1996
2233,43,Monthly,03/01/1996
2234,3,Monthly,21/11/1996
2235,45,Monthly,22/10/1995
2236,73,Monthly,27/08/1995
2237,26,Monthly,13/12/1995
2239,25,Monthly,05/01/1995
2240,36,Monthly,07/10/1996
2241,6,Monthly,08/02/1993
2242,7,Weekly,25/02/1993
2243,25,Monthly,24/01/1996
2244,46,Monthly,19/07/1995
2245,29,Monthly,30/03/1993
2246,1,Monthly,25/04/1996
2247,24,Monthly,13/04/1996
2250,35,Monthly,02/11/1993
2252,1,Monthly,05/10/1996
2253,74,Monthly,24/07/1993
2254,1,Monthly,17/04/1996
2255,52,Monthly,14/10/1995
2256,48,Monthly,06/02/1993
2257,57,Monthly,21/12/1993
2258,3,Monthly,12/11/1996
2259,64,Monthly,14/05/1994
2260,1,Monthly,07/06/1994
2261,1,Weekly,27/12/1996
2262,13,Monthly,08/02/1997
2263,36,Monthly,12/03/1996
2264,41,Monthly,22/11/1996
2265,65,Monthly,03/08/1995
2266,50,Monthly,19/07/1996
2267,54,Weekly,20/09/1994
2268,1,Monthly,11/02/1995
2269,6,Monthly,04/11/1993
2270,14,Monthly,08/03/1997
2271,68,Monthly,13/11/1993
2272,48,Monthly,08/10/1997
2274,66,Monthly,21/01/1996
2275,1,Monthly,16/09/1996
2276,31,Monthly,22/10/1993
2278,1,Monthly,03/08/1996
2279,2,Weekly,30/10/1996
2280,68,Monthly,17/08/1995
2281,1,Monthly,13/07/1995
2282,29,Weekly,17/09/1993
2285,36,Monthly,21/11/1996
2286,70,Monthly,06/12/1996
2287,1,Monthly,21/04/1996
2288,69,Monthly,01/01/1996
2289,1,Monthly,07/03/1996
2290,37,Monthly,22/10/1996
2291,49,Monthly,27/07/1996
2292,41,Monthly,29/06/1995
2293,31,Monthly,13/02/1993
2294,46,Monthly,29/09/1996
2295,57,Monthly,25/06/1996
2296,29,Monthly,05/11/1997
2297,46,Monthly,18/06/1995
2298,31,Monthly,03/07/1993
2299,1,Monthly,21/01/1997
2300,36,Monthly,13/01/1997
2301,22,Monthly,10/10/1995
2302,24,Monthly,10/09/1993
2303,41,Monthly,24/11/1996
2304,49,Monthly,19/02/1996
2305,1,Monthly,11/12/1993
2306,38,Monthly,08/12/1993
2307,60,Monthly,12/07/1995
2309,18,Monthly,03/12/1995
2310,15,Monthly,19/07/1995
2311,28,Monthly,19/10/1997
2312,65,Monthly,26/09/1997
2313,26,Weekly,13/04/1993
2314,2,Monthly,07/09/1996
2315,75,Monthly,13/02/1994
2316,1,Monthly,21/07/1997
2317,68,Monthly,28/08/1997
2318,73,Monthly,08/11/1993
2319,58,Monthly,02/07/1996
2321,35,Monthly,13/05/1993
2322,33,Monthly,02/01/1995
2323,72,Monthly,08/05/1995
2324,1,Monthly,24/05/1997
2325,55,Monthly,26/02/1997
2326,70,Monthly,24/01/1994
2327,19,Monthly,08/06/1993
2328,35,Monthly,14/06/1995
2329,1,Monthly,07/08/1996
2330,54,Monthly,19/01/1993
2331,8,Monthly,29/04/1995
2332,77,Monthly,24/09/1996
2333,45,Monthly,08/10/1994
2334,50,Monthly,19/03/1996
2335,70,Monthly,04/04/1996
2336,39,Monthly,08/07/1993
2337,65,Monthly,07/07/1997
2338,59,Monthly,08/08/1997
2339,63,Monthly,22/09/1996
2340,14,Monthly,22/06/1997
2341,33,Monthly,25/11/1995
2342,51,Monthly,11/02/1993
2343,68,Monthly,09/12/1994
2344,13,Monthly,02/07/1996
2345,5,Monthly,25/10/1993
2346,27,Monthly,08/05/1996
2347,38,Monthly,30/08/1996
2348,65,Monthly,05/02/1996
2349,72,Monthly,11/09/1996
2350,18,Monthly,04/08/1996
2351,74,Monthly,08/09/1997
2352,70,Monthly,21/01/1995
2353,51,Monthly,21/09/1995
2354,7,Monthly,17/03/1997
2355,1,Monthly,03/01/1995
2356,34,Weekly,23/12/1996
2357,19,Monthly,04/01/1993
2358,7,Monthly,13/09/1995
2359,54,Monthly,14/07/1996
2360,26,Monthly,27/08/1996
2361,28,Monthly,25/02/1994
2362,16,Monthly,30/12/1996
2363,47,Monthly,07/10/1994
2364,33,Monthly,03/05/1995
2365,42,Monthly,04/11/1994
2366,68,Monthly,20/05/1997
2367,28,Monthly,04/03/1995
2369,49,Monthly,19/07/1997
2370,51,Monthly,01/10/1997
2371,15,Weekly,23/10/1997
2372,1,Monthly,15/06/1997
2373,14,Monthly,29/09/1996
2374,1,Monthly,07/12/1995
2375,29,Monthly,16/05/1994
2376,71,Monthly,14/12/1996
2377,77,Monthly,13/11/1994
2378,16,Monthly,01/01/1993
2379,44,Monthly,10/01/1993
2380,46,Monthly,27/02/1997
2381,1,Monthly,13/02/1997
2382,59,Monthly,08/03/1994
2383,68,Monthly,05/08/1996
2384,40,Monthly,23/12/1994
2385,60,Monthly,15/11/1996
2386,12,Monthly,17/12/1996
2387,70,Monthly,22/06/1996
2388,30,Monthly,09/06/1993
2389,40,Monthly,02/06/1996
2390,1,Monthly,12/02/1996
2391,2,Monthly,07/11/1997
2392,1,Monthly,18/05/1997
2393,10,Monthly,07/01/1993
2394,62,Monthly,23/08/1997
2395,3,Monthly,24/06/1996
2396,2,Monthly,22/02/1993
2397,70,Monthly,14/06/1996
2398,70,Monthly,25/11/1996
2399,1,Monthly,26/04/1994
2400,40,Monthly,15/06/1996
2401,16,Monthly,26/08/1994
2402,18,Monthly,06/11/1997
2403,25,Monthly,20/02/1996
2404,8,Monthly,05/06/1997
2405,64,Monthly,27/02/1997
2406,5,Monthly,22/03/1996
2407,1,Monthly,21/07/1996
2408,26,Monthly,27/12/1996
2409,76,Monthly,13/02/1996
2410,54,Monthly,11/05/1993
2411,69,Monthly,27/06/1993
2413,33,Monthly,27/10/1997
2414,1,Monthly,19/01/1995
2415,16,Monthly,27/02/1997
2416,5,Monthly,23/01/1996
2417,44,Monthly,20/08/1993
2418,64,Monthly,29/10/1996
2419,24,Monthly,27/11/1993
2420,35,Monthly,25/06/1996
2421,18,Monthly,11/01/1995
2422,27,Monthly,29/08/1997
2423,30,Monthly,14/02/1993
2424,1,Monthly,13/10/1995
2425,41,Monthly,23/01/1993
2427,70,Weekly,08/10/1993
2428,72,Monthly,08/09/1993
2429,61,Monthly,06/02/1993
2430,3,Monthly,09/10/1994
2431,74,Monthly,23/02/1995
2432,8,Monthly,18/04/1996
2433,71,Monthly,19/02/1993
2434,17,Monthly,02/02/1993
2435,38,Monthly,01/11/1993
2436,67,Monthly,25/05/1993
2437,1,Monthly,04/12/1995
2438,71,Monthly,16/11/1997
2439,74,Monthly,13/08/1996
2440,19,Monthly,18/12/1997
2441,47,Monthly,22/12/1996
2442,14,Monthly,21/08/1997
2443,46,Monthly,25/06/1997
2444,76,Monthly,07/09/1997
2445,52,Monthly,07/07/1996
2446,3,Monthly,16/01/1995
2447,38,Monthly,14/07/1997
2448,23,Monthly,11/05/1997
2449,23,Monthly,05/08/1997
2450,48,Monthly,10/04/1996
2451,54,Monthly,29/04/1997
2452,1,Monthly,14/07/1997
2453,1,Monthly,08/03/1993
2454,8,Monthly,07/05/1994
2455,30,Monthly,06/02/1997
2456,65,Monthly,09/09/1995
2457,76,Monthly,11/11/1993
2458,40,Weekly,14/03/1993
2459,55,Monthly,10/09/1997
2460,1,Monthly,22/11/1993
2461,1,Monthly,28/09/1997
2463,56,Monthly,11/10/1994
2464,33,"After Transaction",02/07/1993
2465,57,Monthly,06/10/1996
2466,39,Monthly,11/04/1997
2467,33,Monthly,29/05/1993
2468,4,Monthly,13/07/1996
2469,11,Monthly,05/02/1996
2470,16,Monthly,23/07/1994
2471,6,Monthly,03/07/1994
2472,60,Monthly,08/02/1994
2473,14,Monthly,16/02/1996
2474,33,Monthly,20/04/1996
2475,17,Monthly,13/10/1996
2476,32,Monthly,12/12/1993
2477,11,Monthly,11/02/1997
2479,18,Monthly,09/10/1993
2480,35,Monthly,07/09/1997
2481,1,Monthly,28/10/1995
2482,1,Monthly,23/02/1994
2483,1,Monthly,29/09/1996
2484,74,Monthly,03/01/1993
2485,41,Monthly,18/08/1997
2486,1,Monthly,27/02/1993
2487,42,Monthly,22/10/1995
2488,5,Monthly,06/04/1993
2489,72,Monthly,09/03/1993
2490,22,Monthly,21/02/1995
2491,76,Monthly,01/03/1996
2492,73,Monthly,01/09/1997
2493,62,Monthly,29/03/1993
2494,74,Monthly,23/04/1994
2495,70,Monthly,19/03/1997
2496,51,Monthly,21/05/1994
2497,65,Monthly,16/03/1993
2498,40,Monthly,01/03/1996
2499,2,Monthly,08/02/1996
2500,61,Monthly,26/10/1995
2501,30,Monthly,26/02/1994
2502,32,Monthly,21/10/1996
2503,1,Monthly,05/03/1993
2504,16,Monthly,09/12/1993
2505,60,Monthly,16/05/1996
2506,22,"After Transaction",12/07/1996
2507,62,Monthly,28/12/1996
2508,34,Monthly,14/03/1993
2509,43,Monthly,13/06/1997
2510,61,Monthly,28/08/1993
2511,40,Monthly,01/05/1994
2513,70,Monthly,22/07/1993
2514,16,Monthly,13/08/1995
2515,64,Monthly,24/10/1995
2516,6,Monthly,16/11/1995
2517,55,"After Transaction",10/11/1996
2519,4,Monthly,15/01/1993
2520,18,Monthly,25/07/1995
2521,63,Monthly,19/05/1995
2522,36,Monthly,21/01/1996
2523,10,Monthly,11/05/1993
2524,1,Monthly,19/12/1994
2525,45,Monthly,08/05/1995
2526,16,Monthly,04/07/1996
2527,38,Monthly,19/03/1993
2528,65,Monthly,25/03/1993
2530,74,Monthly,02/07/1996
2531,51,Monthly,21/12/1996
2532,38,Monthly,24/12/1996
2533,49,Monthly,27/06/1995
2534,61,Monthly,03/06/1993
2535,61,Monthly,21/01/1997
2536,41,Monthly,28/10/1994
2537,27,Monthly,09/02/1997
2538,42,Monthly,30/01/1994
2539,24,Monthly,24/04/1997
2540,54,Monthly,01/04/1995
2541,57,Monthly,08/11/1994
2542,21,Monthly,07/08/1993
2543,68,Monthly,13/02/1993
2544,38,Monthly,04/12/1996
2545,1,Monthly,04/12/1996
2546,1,Monthly,08/12/1994
2547,74,Monthly,28/04/1995
2548,57,Monthly,06/01/1996
2549,74,Monthly,12/11/1993
2550,67,Monthly,11/11/1995
2551,5,Monthly,08/02/1996
2552,52,Monthly,01/07/1993
2553,41,Monthly,24/07/1995
2554,36,Monthly,18/06/1993
2555,53,Monthly,10/03/1993
2556,46,Monthly,19/10/1997
2557,40,Monthly,17/11/1993
2558,46,Monthly,04/08/1997
2559,32,Monthly,01/06/1995
2560,15,Monthly,20/06/1997
2561,59,Monthly,29/09/1996
2562,35,Monthly,15/08/1995
2563,48,Monthly,17/01/1995
2564,36,Monthly,03/06/1997
2565,74,Monthly,04/10/1995
2566,48,Monthly,27/01/1993
2567,17,Monthly,07/01/1996
2568,17,Monthly,02/03/1994
2569,2,Monthly,10/06/1994
2570,1,Monthly,19/12/1995
2571,61,Monthly,15/01/1997
2572,64,"After Transaction",13/11/1994
2573,4,Monthly,16/07/1996
2574,68,Monthly,02/02/1993
2575,72,Monthly,13/04/1997
2576,1,Monthly,02/09/1993
2577,7,Monthly,30/07/1995
2578,54,Monthly,25/03/1996
2579,24,Monthly,18/10/1997
2580,60,Monthly,09/11/1995
2581,72,Monthly,11/03/1993
2582,28,Monthly,01/11/1993
2583,62,Monthly,11/05/1993
2584,50,Monthly,08/07/1993
2585,75,Monthly,10/02/1993
2586,57,Monthly,16/04/1997
2587,1,Monthly,25/07/1997
2588,5,Monthly,04/12/1993
2589,10,Monthly,04/12/1996
2590,47,Monthly,04/12/1996
2591,1,Monthly,06/05/1996
2592,69,Monthly,01/09/1993
2593,5,Monthly,06/07/1996
2594,19,"After Transaction",03/05/1997
2595,1,Monthly,17/08/1997
2596,1,Monthly,02/09/1994
2597,31,Monthly,16/03/1997
2598,1,Monthly,14/03/1996
2599,48,Monthly,20/04/1993
2600,1,Monthly,13/02/1996
2601,70,Monthly,24/11/1996
2602,46,Monthly,17/06/1996
2603,9,Monthly,14/06/1996
2604,68,Monthly,04/07/1996
2605,21,Monthly,10/01/1996
2606,1,Monthly,27/07/1994
2607,1,Monthly,19/08/1997
2608,19,Monthly,09/08/1995
2609,73,Monthly,03/05/1993
2610,54,Monthly,20/12/1996
2611,1,Monthly,06/03/1996
2612,1,Monthly,29/04/1997
2613,26,Monthly,03/10/1993
2614,44,Monthly,11/09/1996
2615,68,Monthly,17/07/1994
2616,1,Monthly,17/08/1993
2617,1,Monthly,24/09/1993
2618,60,Monthly,21/03/1993
2619,20,Monthly,13/05/1996
2620,22,Monthly,03/08/1993
2621,55,Monthly,29/10/1995
2622,1,Monthly,21/08/1996
2623,58,Monthly,09/10/1993
2624,31,Monthly,28/03/1996
2625,48,Weekly,09/07/1996
2627,76,Monthly,02/10/1994
2628,64,"After Transaction",06/02/1994
2629,66,Monthly,10/09/1996
2630,64,Monthly,21/12/1995
2631,1,Monthly,29/03/1996
2632,24,Monthly,02/01/1993
2633,25,Monthly,14/03/1996
2634,45,Monthly,08/10/1997
2635,27,Monthly,04/02/1996
2636,18,Monthly,26/11/1996
2637,70,Monthly,01/01/1997
2638,5,Monthly,02/06/1994
2639,17,Monthly,26/04/1993
2640,1,Monthly,21/09/1996
2641,7,Monthly,02/05/1993
2642,68,Monthly,05/06/1995
